Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Attendance_Level,Engagement_Score,Cumulative_Score,Cumulative_Percentage,ABC_Segment,Score_Stability,XYZ_Segment,R_Score,F_Score,M_Score,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
25,88,Low,High,Yes,6,53,Medium,Yes,2,Medium,High,Public,Negative,4,No,College,Near,Female,70,2.0384615384615383,Medium,55.1,102309,23.064125252206455,A,-1.0448091940210336,Z,4.7,6.9,7.0,1,4,4,144,Champions
26,94,Medium,Medium,No,9,89,Medium,Yes,0,Low,Medium,Public,Neutral,3,Yes,High School,Near,Female,70,3.2962962962962963,High,71.6,102379,23.079905767778442,A,-1.9663565893760018,Z,1.1,7.300000000000001,7.0,4,4,4,444,Champions
26,68,Medium,High,Yes,8,90,Medium,Yes,4,Low,High,Private,Neutral,3,No,High School,Near,Male,70,3.3333333333333335,Low,64.2,102449,23.095686283350428,A,2.056207129940322,Z,1.0,6.0,7.0,4,2,4,424,Potential Stars
17,94,High,Medium,Yes,7,78,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Female,70,4.333333333333333,High,64.5,102519,23.111466798922418,A,-1.1032083657216831,Z,2.2,6.4,7.0,3,3,4,334,Champions
27,93,High,Low,No,6,59,High,Yes,2,Low,Medium,Private,Negative,4,No,High School,Near,Female,70,2.107142857142857,High,59.6,102589,23.127247314494404,A,-0.221253623585772,X,4.1,7.3500000000000005,7.0,1,4,4,144,Champions
30,68,High,High,Yes,6,61,High,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,70,1.967741935483871,Low,53.8,102659,23.14302783006639,A,-0.27681329988892067,X,3.9,6.4,7.0,1,3,4,134,Champions
24,85,High,High,No,8,89,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Moderate,Female,70,3.56,Medium,68.30000000000001,102729,23.15880834563838,A,0.30740669780910074,X,1.1,6.65,7.0,4,4,4,444,Champions
22,87,High,High,No,5,80,Low,Yes,2,Low,High,Public,Negative,3,No,High School,Near,Female,70,3.4782608695652173,Medium,64.69999999999999,102799,23.174588861210367,A,0.8157372125392968,Y,2.0,6.55,7.0,3,3,4,334,Champions
22,82,High,Medium,No,7,68,High,Yes,2,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,70,2.9565217391304346,Medium,58.4,102869,23.190369376782353,A,0.8604734883597454,Y,3.2,6.3,7.0,2,3,4,234,Champions
22,93,High,Medium,No,8,77,Medium,Yes,0,High,Medium,Public,Neutral,1,No,High School,Near,Female,70,3.347826086956522,High,65.3,102939,23.20614989235434,A,-0.5830774385689385,Y,2.3,6.8500000000000005,7.0,3,4,4,344,Champions
20,98,High,Low,Yes,9,95,Low,Yes,1,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,70,4.523809523809524,High,73.4,103009,23.22193040792633,A,-0.1671217137864115,X,0.5,6.9,7.0,4,4,4,444,Champions
20,78,High,Medium,No,7,80,High,Yes,2,High,Medium,Public,Positive,3,No,College,Near,Male,70,3.8095238095238093,Medium,61.4,103079,23.237710923498316,A,0.28257995048829965,X,2.0,5.9,7.0,3,2,4,324,Potential Stars
22,88,Medium,Medium,Yes,5,87,Low,Yes,1,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,70,3.782608695652174,Medium,67.80000000000001,103149,23.253491439070302,A,-0.24869112618354708,X,1.3,6.6000000000000005,7.0,3,4,4,344,Champions
23,88,Medium,Medium,No,8,70,Medium,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Female,70,2.9166666666666665,Medium,61.3,103219,23.26927195464229,A,1.6073455760199926,Z,3.0,6.7,7.0,2,4,4,244,Champions
20,91,High,Low,Yes,7,82,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Near,Male,70,3.9047619047619047,High,66.1,103289,23.285052470214275,A,0.49097495163825133,X,1.8,6.55,7.0,3,3,4,334,Champions
26,84,Medium,High,Yes,7,71,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70,2.6296296296296298,Medium,61.400000000000006,103359,23.30083298578626,A,0.7348777860498175,Y,2.9,6.800000000000001,7.0,2,4,4,244,Champions
20,100,Low,Medium,Yes,6,61,High,No,3,Medium,Medium,Public,Positive,4,No,College,Far,Male,70,2.9047619047619047,High,60.400000000000006,103429,23.31661350135825,A,0.6628812686674127,Y,3.9,7.0,7.0,1,4,4,144,Champions
17,87,High,High,Yes,6,94,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,70,5.222222222222222,Medium,68.8,103499,23.332394016930238,A,1.173473857485325,Z,0.6,6.05,7.0,4,3,4,434,Champions
28,86,Medium,Medium,Yes,7,52,Medium,Yes,0,Medium,Medium,Public,Positive,5,No,College,Near,Male,70,1.793103448275862,Medium,55.0,103569,23.348174532502224,A,0.18102155870370695,X,4.8,7.1,7.0,1,4,4,144,Champions
16,92,Medium,High,Yes,8,68,Medium,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,70,4.0,High,59.6,103639,23.363955048074214,A,-1.2968319479558466,Z,3.2,6.199999999999999,7.0,2,3,4,234,Champions
24,81,Medium,High,Yes,9,64,High,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,70,2.56,Medium,57.1,103709,23.3797355636462,A,0.3996879517526416,X,3.6,6.449999999999999,7.0,2,3,4,234,Champions
17,87,High,High,Yes,7,68,High,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,70,3.7777777777777777,Medium,58.4,103779,23.395516079218186,A,-0.651356893791829,Y,3.2,6.05,7.0,2,3,4,234,Champions
24,94,High,Low,Yes,8,80,High,No,1,Low,Medium,Public,Neutral,4,No,High School,Near,Female,70,3.2,High,67.4,103849,23.411296594790176,A,-0.5286166817497568,Y,2.0,7.1,7.0,3,4,4,344,Champions
17,99,Medium,Medium,No,10,86,Low,Yes,1,Medium,Medium,Private,Positive,2,No,College,Near,Male,70,4.777777777777778,High,69.19999999999999,103919,23.427077110362163,A,0.5863640187550933,Y,1.4,6.65,7.0,3,4,4,344,Champions
21,92,High,Low,No,6,76,Low,Yes,2,Low,Medium,Public,Positive,5,No,College,Near,Male,70,3.4545454545454546,High,64.3,103989,23.44285762593415,A,1.2382830714336357,Z,2.4,6.699999999999999,7.0,3,4,4,344,Champions
16,97,Medium,Low,Yes,8,81,High,Yes,0,High,High,Private,Positive,2,No,High School,Near,Male,70,4.764705882352941,High,66.3,104059,23.45863814150614,A,0.02127157673606165,X,1.9,6.449999999999999,7.0,3,3,4,334,Champions
30,71,High,Medium,Yes,9,95,High,No,1,Medium,Medium,Public,Neutral,4,No,College,Near,Male,70,3.064516129032258,Medium,68.3,104129,23.474418657078125,A,0.3088330125989638,X,0.5,6.55,7.0,4,3,4,434,Champions
21,72,High,High,Yes,8,100,Medium,Yes,3,Low,High,Private,Positive,3,No,College,Far,Male,70,4.545454545454546,Medium,67.9,104199,23.49019917265011,A,1.702214944635238,Z,0.0,5.7,7.0,4,2,4,424,Potential Stars
19,88,High,High,No,6,66,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,High School,Near,Female,70,3.3,Medium,58.5,104269,23.5059796882221,A,0.24075317948856828,X,3.4,6.300000000000001,7.0,2,3,4,234,Champions
23,93,Medium,Medium,Yes,6,97,Low,No,1,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,70,4.041666666666667,High,73.6,104339,23.521760203794088,A,2.601683114180395,Z,0.3,6.95,7.0,4,4,4,444,Champions
19,91,Medium,Medium,Yes,6,99,High,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,70,4.95,High,72.6,104409,23.537540719366074,A,0.5655096456315442,Y,0.1,6.449999999999999,7.0,4,3,4,434,Champions
27,100,Low,Low,Yes,7,78,Low,Yes,2,Medium,Medium,Public,Negative,2,No,High School,Near,Male,70,2.7857142857142856,High,69.30000000000001,104479,23.553321234938064,A,-1.7607627591558177,Z,2.2,7.7,7.0,3,4,4,344,Champions
22,90,High,High,No,8,75,High,Yes,1,Low,Low,Private,Neutral,3,No,College,Moderate,Male,70,3.260869565217391,High,63.6,104549,23.56910175051005,A,0.7533416211045325,Y,2.5,6.7,7.0,3,4,4,344,Champions
21,85,High,Medium,Yes,7,93,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,70,4.2272727272727275,Medium,69.0,104619,23.584882266082037,A,0.38115838488277776,X,0.7,6.35,7.0,4,3,4,434,Champions
13,98,Medium,High,Yes,6,71,Medium,Yes,1,Low,High,Private,Positive,1,No,College,Near,Female,70,5.071428571428571,High,61.7,104689,23.600662781654023,A,1.2897527540827456,Z,2.9,6.2,7.0,2,3,4,234,Champions
29,94,Low,Medium,Yes,7,95,Medium,No,2,Low,Medium,Public,Neutral,3,Yes,College,Moderate,Male,70,3.1666666666666665,High,74.9,104759,23.616443297226013,A,0.6731813512699584,Y,0.5,7.6,7.0,4,4,4,444,Champions
15,96,Medium,Low,No,5,70,High,Yes,4,Low,High,Private,Positive,3,No,College,Near,Male,70,4.375,High,61.3,104829,23.632223812798,A,-0.13845598398377382,X,3.0,6.3,7.0,2,3,4,234,Champions
19,91,High,Low,No,6,59,Medium,Yes,5,Medium,High,Public,Neutral,4,No,College,Moderate,Male,70,2.95,High,56.6,104899,23.648004328369986,A,-1.2242982362893657,Z,4.1,6.449999999999999,7.0,1,3,4,134,Champions
21,91,Medium,High,Yes,9,66,Low,Yes,3,Low,Medium,Public,Neutral,4,No,College,Moderate,Female,70,3.0,High,60.0,104969,23.663784843941972,A,-0.20902325728602528,X,3.4,6.65,7.0,2,4,4,244,Champions
22,98,Medium,Medium,No,7,58,Medium,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,70,2.5217391304347827,High,59.2,105039,23.67956535951396,A,-0.8505204542093001,Y,4.2,7.1000000000000005,7.0,1,4,4,144,Champions
28,80,High,High,No,5,64,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,70,2.206896551724138,Medium,58.0,105109,23.695345875085945,A,-0.5805234498047227,Y,3.6,6.8,7.0,2,4,4,244,Champions
19,88,High,Medium,Yes,5,95,Medium,Yes,1,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,4.75,Medium,70.1,105179,23.711126390657935,A,0.5885784044206096,Y,0.5,6.300000000000001,7.0,4,3,4,434,Champions
21,81,High,Medium,Yes,7,94,Medium,Yes,3,Medium,Medium,Public,Neutral,1,No,Postgraduate,Moderate,Male,70,4.2727272727272725,Medium,68.2,105249,23.72690690622992,A,1.6699045043514062,Z,0.6,6.15,7.0,4,3,4,434,Champions
27,85,High,Medium,Yes,8,66,Medium,Yes,2,Low,High,Private,Neutral,4,Yes,High School,Moderate,Male,70,2.357142857142857,Medium,60.0,105319,23.742687421801907,A,0.3946715298229811,X,3.4,6.95,7.0,2,4,4,244,Champions
23,90,Medium,High,Yes,5,78,High,No,1,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,70,3.25,High,65.1,105389,23.758467937373897,A,-1.1958830620351844,Z,2.2,6.8,7.0,3,4,4,344,Champions
28,87,Medium,Medium,No,6,52,Medium,Yes,4,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Female,70,1.793103448275862,Medium,55.3,105459,23.774248452945884,A,0.4446026682201407,X,4.8,7.1499999999999995,7.0,1,4,4,144,Champions
31,72,Low,High,Yes,5,94,High,Yes,2,Low,Low,Public,Positive,2,No,High School,Near,Male,70,2.9375,Medium,68.5,105529,23.79002896851787,A,1.196631486645651,Z,0.6,6.7,7.0,4,4,4,444,Champions
23,87,Medium,High,No,5,59,Medium,Yes,1,High,Low,Public,Neutral,4,No,College,Near,Male,70,2.4583333333333335,Medium,56.6,105599,23.80580948408986,A,-0.6097829043193822,Y,4.1,6.6499999999999995,7.0,1,4,4,144,Champions
34,86,Low,Medium,No,8,59,Medium,Yes,2,Low,Low,Public,Positive,2,No,College,Moderate,Female,70,1.6857142857142857,Medium,59.6,105669,23.821589999661846,A,-0.1340171666729177,X,4.1,7.699999999999999,7.0,1,4,4,144,Champions
25,84,Medium,Low,Yes,6,84,Low,Yes,2,Medium,High,Public,Positive,3,No,High School,Near,Male,70,3.230769230769231,Medium,66.30000000000001,105739,23.837370515233832,A,0.014688194729197093,X,1.6,6.7,7.0,3,4,4,344,Champions
30,72,High,High,Yes,6,63,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,70,2.032258064516129,Medium,55.8,105809,23.853151030805822,A,-0.78489831308224,Y,3.7,6.6,7.0,2,3,4,234,Champions
34,78,Medium,Medium,No,6,73,Medium,Yes,0,Low,Medium,Public,Positive,2,No,College,Far,Male,70,2.085714285714286,Medium,62.8,105879,23.86893154637781,A,0.648280433843859,Y,2.7,7.3,7.0,2,4,4,244,Champions
17,97,Medium,High,Yes,9,88,Medium,No,0,Medium,Medium,Public,Positive,2,No,High School,Near,Male,70,4.888888888888889,High,69.4,105949,23.884712061949795,A,-0.12094814860778157,X,1.2,6.55,7.0,4,3,4,434,Champions
21,91,Medium,Medium,Yes,7,55,High,Yes,2,High,Medium,Private,Neutral,3,No,High School,Near,Female,70,2.5,High,55.6,106019,23.900492577521785,A,0.41953244390702776,X,4.5,6.65,7.0,1,4,4,144,Champions
28,89,Medium,Low,Yes,6,71,Low,Yes,2,Low,Medium,Private,Neutral,4,No,College,Moderate,Male,70,2.4482758620689653,Medium,63.5,106089,23.91627309309377,A,-0.8874921778021001,Y,2.9,7.25,7.0,2,4,4,244,Champions
19,92,Medium,Medium,Yes,7,90,Medium,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Female,70,4.5,High,69.3,106159,23.932053608665758,A,-0.43745830032341043,X,1.0,6.5,7.0,4,3,4,434,Champions
34,79,High,Low,Yes,7,79,Low,Yes,3,Medium,High,Private,Negative,2,Yes,High School,Moderate,Male,70,2.257142857142857,Medium,65.5,106229,23.947834124237744,A,0.7223813578277714,Y,2.1,7.35,7.0,3,4,4,344,Champions
22,89,Low,Medium,No,8,78,Low,Yes,4,High,Medium,Private,Positive,3,No,High School,Near,Female,70,3.391304347826087,Medium,64.5,106299,23.963614639809734,A,-0.372833152091767,X,2.2,6.65,7.0,3,4,4,344,Champions
23,91,Medium,Low,Yes,10,98,High,Yes,0,Low,High,Private,Negative,3,No,High School,Near,Female,70,4.083333333333333,High,73.4,106369,23.97939515538172,A,1.7269638512334051,Z,0.2,6.85,7.0,4,4,4,444,Champions
26,83,Medium,Medium,No,4,97,Low,Yes,2,Low,High,Public,Negative,4,No,College,Moderate,Male,70,3.5925925925925926,Medium,71.5,106439,23.995175670953707,A,-0.39963618561460235,X,0.3,6.75,7.0,4,4,4,444,Champions
12,80,High,High,Yes,10,92,High,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70,7.076923076923077,Medium,64.4,106509,24.010956186525696,A,0.22468472575188592,X,0.8,5.2,7.0,4,1,4,414,Potential Stars
25,92,Low,High,Yes,9,72,Medium,Yes,1,Low,Medium,Public,Negative,5,No,Postgraduate,Far,Female,70,2.769230769230769,High,63.89999999999999,106579,24.026736702097683,A,0.9325908318730899,Y,2.8,7.1,7.0,2,4,4,244,Champions
19,99,Medium,High,Yes,5,54,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,70,2.7,High,57.0,106649,24.04251721766967,A,-1.4183657329330317,Z,4.6,6.85,7.0,1,4,4,144,Champions
25,85,Medium,Medium,No,8,58,Medium,Yes,2,Medium,High,Public,Neutral,4,No,College,Near,Male,70,2.230769230769231,Medium,56.2,106719,24.058297733241655,A,-1.7608088119807759,Z,4.2,6.75,7.0,1,4,4,144,Champions
22,98,Medium,Medium,Yes,7,100,Low,Yes,0,Low,Medium,Public,Neutral,3,No,High School,Far,Male,70,4.3478260869565215,High,76.0,106789,24.074078248813642,A,-1.5256563145700948,Z,0.0,7.1000000000000005,7.0,4,4,4,444,Champions
30,85,High,Low,Yes,7,65,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Near,Female,70,2.096774193548387,Medium,60.5,106859,24.08985876438563,A,1.262584103427182,Z,3.5,7.25,7.0,2,4,4,244,Champions
16,97,Medium,Medium,No,7,87,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Near,Female,70,5.117647058823529,High,68.7,106929,24.105639279957618,A,-0.5518581458924467,Y,1.3,6.449999999999999,7.0,3,3,4,334,Champions
26,76,High,Low,Yes,7,74,Medium,Yes,4,Medium,High,Public,Positive,3,No,High School,Moderate,Female,70,2.740740740740741,Medium,60.2,106999,24.121419795529604,A,2.5581992856682523,Z,2.6,6.4,7.0,2,3,4,234,Champions
19,90,High,High,No,7,59,Low,Yes,3,High,Medium,Public,Neutral,3,No,College,Moderate,Male,70,2.95,High,56.300000000000004,107069,24.13720031110159,A,-0.5642475986573886,Y,4.1,6.4,7.0,1,3,4,134,Champions
30,87,Medium,Medium,No,8,53,Low,Yes,1,Low,High,Private,Neutral,1,No,Postgraduate,Near,Male,70,1.7096774193548387,Medium,56.3,107139,24.15298082667358,A,0.18455130319703697,X,4.7,7.35,7.0,1,4,4,144,Champions
20,98,Medium,Medium,No,8,72,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Female,70,3.4285714285714284,High,64.2,107209,24.168761342245567,A,1.5421099525678756,Z,2.8,6.9,7.0,2,4,4,244,Champions
17,88,Medium,Medium,Yes,8,94,Medium,Yes,5,Medium,Medium,Public,Neutral,2,Yes,College,Near,Female,70,5.222222222222222,Medium,69.1,107279,24.184541857817553,A,2.006092888159123,Z,0.6,6.1000000000000005,7.0,4,3,4,434,Champions
29,96,Medium,Medium,Yes,9,55,Low,No,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Far,Female,70,1.8333333333333333,High,59.5,107349,24.200322373389543,A,2.061503576636398,Z,4.5,7.699999999999999,7.0,1,4,4,144,Champions
21,95,Medium,Medium,No,5,62,High,Yes,1,Medium,Low,Public,Positive,4,No,High School,Near,Male,70,2.8181818181818183,High,59.599999999999994,107419,24.21610288896153,A,1.2083662305931424,Z,3.8,6.85,7.0,1,4,4,144,Champions
23,95,Low,Medium,Yes,7,80,High,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,70,3.3333333333333335,High,67.4,107489,24.231883404533516,A,1.0240625258114624,Z,2.0,7.05,7.0,3,4,4,344,Champions
22,85,Medium,High,No,9,97,High,Yes,0,Medium,High,Public,Negative,3,No,College,Moderate,Male,70,4.217391304347826,Medium,70.9,107559,24.247663920105502,A,0.5925269492011831,Y,0.3,6.45,7.0,4,3,4,434,Champions
20,96,High,Medium,Yes,8,65,High,Yes,0,Medium,Low,Public,Neutral,2,No,High School,Near,Female,70,3.0952380952380953,High,60.8,107629,24.263444435677492,A,0.7783610761666377,Y,3.5,6.8,7.0,2,4,4,244,Champions
21,96,Medium,High,Yes,9,53,Medium,Yes,0,Low,High,Public,Neutral,3,No,College,Near,Male,70,2.409090909090909,High,56.3,107699,24.27922495124948,A,-0.5511857163285334,Y,4.7,6.9,7.0,1,4,4,144,Champions
23,93,Medium,Low,No,6,87,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,70,3.625,High,69.6,107769,24.295005466821465,A,-0.8181988834223072,Y,1.3,6.95,7.0,3,4,4,344,Champions
33,66,Medium,Medium,Yes,6,59,Medium,Yes,3,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,70,1.7352941176470589,Low,53.300000000000004,107839,24.310785982393455,A,-0.0033744574109520514,X,4.1,6.6,7.0,1,3,4,134,Champions
14,94,High,Medium,No,7,74,Medium,Yes,1,High,Medium,Private,Positive,5,No,College,Near,Male,70,4.933333333333334,High,62.0,107909,24.32656649796544,A,-0.17018462252492844,X,2.6,6.1,7.0,2,3,4,234,Champions
16,94,Medium,Medium,Yes,8,76,Low,Yes,3,Medium,Medium,Public,Negative,4,No,Postgraduate,Near,Female,70,4.470588235294118,High,63.400000000000006,107979,24.342347013537427,A,-0.4532280493272752,X,2.4,6.300000000000001,7.0,3,3,4,334,Champions
25,84,High,Medium,Yes,5,91,Low,Yes,1,Medium,Medium,Public,Positive,4,Yes,Postgraduate,Moderate,Female,70,3.5,Medium,69.1,108049,24.358127529109417,A,0.6963874474567153,Y,0.9,6.7,7.0,4,4,4,444,Champions
18,88,Medium,Medium,No,9,72,High,Yes,2,High,High,Public,Neutral,4,No,Postgraduate,Moderate,Male,70,3.789473684210526,Medium,60.599999999999994,108119,24.373908044681404,A,0.9553052085705107,Y,2.8,6.2,7.0,2,3,4,234,Champions
22,87,Medium,High,Yes,7,75,Medium,Yes,0,Medium,High,Public,Positive,2,Yes,College,Near,Female,70,3.260869565217391,Medium,62.699999999999996,108189,24.38968856025339,A,0.08840688629184736,X,2.5,6.55,7.0,3,3,4,334,Champions
23,93,Medium,Low,Yes,9,94,High,Yes,2,Medium,Low,Private,Negative,3,No,High School,Moderate,Female,70,3.9166666666666665,High,72.4,108259,24.40546907582538,A,1.4775300810552618,Z,0.6,6.95,7.0,4,4,4,444,Champions
26,84,Low,High,No,4,62,Medium,No,3,High,High,Public,Positive,2,No,High School,Near,Male,70,2.2962962962962963,Medium,57.8,108329,24.421249591397366,A,-1.141689114133505,Z,3.8,6.800000000000001,7.0,1,4,4,144,Champions
23,89,High,High,Yes,6,66,Low,Yes,0,Low,High,Private,Positive,3,No,High School,Moderate,Male,70,2.75,Medium,60.0,108399,24.437030106969353,A,-0.19365945927971812,X,3.4,6.75,7.0,2,4,4,244,Champions
16,95,Low,Low,No,10,86,Medium,Yes,4,High,Medium,Public,Positive,2,No,College,Near,Female,70,5.0588235294117645,High,67.69999999999999,108469,24.45281062254134,A,-0.7168223206028049,Y,1.4,6.35,7.0,3,3,4,334,Champions
31,76,Medium,Medium,Yes,9,83,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Moderate,Female,70,2.59375,Medium,65.30000000000001,108539,24.468591138113325,A,-1.86653661707306,Z,1.7,6.9,7.0,3,4,4,344,Champions
26,84,Medium,High,Yes,10,89,Medium,Yes,0,Low,High,Private,Positive,1,No,High School,Far,Female,70,3.2962962962962963,Medium,68.6,108609,24.484371653685315,A,-0.08268068584269925,X,1.1,6.800000000000001,7.0,4,4,4,444,Champions
14,94,High,Medium,Yes,5,89,Medium,Yes,0,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,70,5.933333333333334,High,68.0,108679,24.5001521692573,A,-0.12174750838328353,X,1.1,6.1,7.0,4,3,4,434,Champions
22,78,High,High,No,6,92,Low,Yes,1,High,High,Public,Positive,3,No,High School,Moderate,Male,70,4.0,Medium,66.80000000000001,108749,24.515932684829288,A,1.513449743242131,Z,0.8,6.1,7.0,4,3,4,434,Champions
20,94,Low,High,Yes,7,66,High,Yes,1,Low,High,Private,Positive,1,No,High School,Near,Female,70,3.142857142857143,High,60.60000000000001,108819,24.531713200401274,A,0.6308116845547775,Y,3.4,6.7,7.0,2,4,4,244,Champions
16,90,High,High,Yes,7,58,High,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70,3.411764705882353,High,55.0,108889,24.54749371597326,A,-1.024186824329205,Z,4.2,6.1,7.0,1,3,4,134,Champions
17,100,Medium,High,Yes,5,53,Low,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Male,70,2.9444444444444446,High,56.300000000000004,108959,24.56327423154525,A,1.8540925663341883,Z,4.7,6.7,7.0,1,4,4,144,Champions
34,70,Low,High,No,10,87,Medium,Yes,2,Low,Medium,Public,Positive,3,No,High School,Near,Male,70,2.4857142857142858,Medium,66.0,109029,24.579054747117237,A,1.221033695525353,Z,1.3,6.9,7.0,3,4,4,344,Champions
15,96,Medium,Medium,Yes,7,58,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Male,70,3.625,High,56.5,109099,24.594835262689223,A,0.5820977034686158,Y,4.2,6.3,7.0,1,3,4,134,Champions
20,94,Low,Low,Yes,6,97,Low,Yes,2,Medium,Medium,Public,Positive,5,No,College,Near,Male,70,4.619047619047619,High,73.0,109169,24.610615778261213,A,-0.22648409884983192,X,0.3,6.7,7.0,4,4,4,444,Champions
20,96,High,High,No,8,57,Low,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Near,Male,70,2.7142857142857144,High,57.599999999999994,109239,24.6263962938332,A,-0.9594392367234797,Y,4.3,6.8,7.0,1,4,4,144,Champions
21,94,Medium,High,No,5,73,Low,Yes,0,Medium,High,Public,Neutral,3,No,Postgraduate,Far,Female,70,3.3181818181818183,High,63.7,109309,24.642176809405186,A,-0.372206776071053,X,2.7,6.800000000000001,7.0,2,4,4,244,Champions
22,85,Low,High,Yes,8,73,High,Yes,1,Medium,Medium,Private,Positive,3,No,College,Near,Male,70,3.1739130434782608,Medium,61.300000000000004,109379,24.657957324977176,A,1.088748619704186,Z,2.7,6.45,7.0,2,3,4,234,Champions
23,90,Medium,High,No,5,53,Medium,Yes,2,Medium,High,Private,Positive,2,No,High School,Near,Female,70,2.2083333333333335,High,55.1,109449,24.673737840549162,A,1.884586305934609,Z,4.7,6.8,7.0,1,4,4,144,Champions
32,86,Medium,Medium,Yes,5,68,Low,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,70,2.0606060606060606,Medium,62.6,109519,24.689518356121148,A,1.543243528272189,Z,3.2,7.5,7.0,2,4,4,244,Champions
30,84,High,Low,Yes,5,66,Low,Yes,0,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Female,70,2.129032258064516,Medium,60.60000000000001,109589,24.705298871693138,A,-0.4888494217862741,X,3.4,7.2,7.0,2,4,4,244,Champions
29,76,Medium,High,Yes,8,93,Low,No,0,Medium,High,Public,Positive,4,No,College,Moderate,Male,70,3.1,Medium,68.7,109659,24.721079387265124,A,-1.1196174332890112,Z,0.7,6.699999999999999,7.0,4,4,4,444,Champions
21,91,Medium,High,Yes,5,84,Medium,Yes,1,High,Low,Public,Neutral,2,No,High School,Near,Male,70,3.8181818181818183,High,67.2,109729,24.73685990283711,A,0.14088624691120394,X,1.6,6.65,7.0,3,4,4,344,Champions
11,94,High,High,No,6,88,Medium,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Near,Male,70,7.333333333333333,High,66.7,109799,24.7526404184091,A,-1.7684393655628516,Z,1.2,5.800000000000001,7.0,4,2,4,424,Potential Stars
21,99,Medium,Medium,Yes,5,54,High,Yes,1,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,70,2.4545454545454546,High,57.6,109869,24.768420933981087,A,0.32316771418478146,X,4.6,7.050000000000001,7.0,1,4,4,144,Champions
28,73,Medium,High,Yes,6,96,Medium,Yes,1,Medium,Medium,Public,Negative,0,No,Postgraduate,Near,Female,70,3.310344827586207,Medium,68.7,109939,24.784201449553073,A,-0.14760258629866868,X,0.4,6.449999999999999,7.0,4,3,4,434,Champions
29,80,Low,Medium,Yes,10,91,High,No,1,High,Medium,Public,Positive,3,No,College,Moderate,Male,70,3.033333333333333,Medium,69.1,110009,24.799981965125063,A,-0.46603650186824225,X,0.9,6.9,7.0,4,4,4,444,Champions
20,95,Medium,Medium,Yes,6,74,Medium,Yes,1,High,Low,Public,Positive,4,No,High School,Far,Female,70,3.5238095238095237,High,64.1,110079,24.81576248069705,A,-1.5947030672667954,Z,2.6,6.75,7.0,2,4,4,244,Champions
